epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,1236.15,0.9176,0.59796,1.01912,0.85163,0.84211,0.86909,0.46692,1.59147,0.76,1.41015,0.0009308,0.0009308,0.0009308
83,1250.56,0.87917,0.57822,0.98839,0.86228,0.82456,0.87995,0.47336,1.59128,0.74885,1.42719,0.0009176,0.0009176,0.0009176
84,1262.77,0.91297,0.59714,1.01791,0.85285,0.89474,0.88946,0.47135,1.54505,0.74623,1.38843,0.0009044,0.0009044,0.0009044
85,1277.11,0.88084,0.57847,0.98683,0.86797,0.92275,0.9101,0.46245,1.56766,0.75281,1.44331,0.0008912,0.0008912,0.0008912
86,1295.88,0.93392,0.57964,1.00754,0.85165,0.91228,0.9273,0.48808,1.50834,0.70329,1.38266,0.000878,0.000878,0.000878
87,1311.74,0.86634,0.55513,0.98149,0.8472,0.87544,0.88411,0.46195,1.56371,0.73197,1.41931,0.0008648,0.0008648,0.0008648
88,1324.5,0.89003,0.57046,0.98714,0.86885,0.89474,0.88207,0.4659,1.61048,0.74996,1.41156,0.0008516,0.0008516,0.0008516
89,1338.56,0.89735,0.54405,0.9731,0.85827,0.87719,0.86608,0.43802,1.58369,0.75874,1.38055,0.0008384,0.0008384,0.0008384
90,1355.34,0.84449,0.54405,0.968,0.83861,0.92982,0.91263,0.44829,1.56343,0.76019,1.39428,0.0008252,0.0008252,0.0008252
91,1370.36,0.86554,0.54563,0.96174,0.83699,0.92982,0.88279,0.46125,1.51607,0.73633,1.37532,0.000812,0.000812,0.000812
92,1383.79,0.86634,0.55078,0.98536,0.81687,0.94737,0.91686,0.47879,1.54511,0.70552,1.36524,0.0007988,0.0007988,0.0007988
93,1398.17,0.83189,0.53703,0.96573,0.86039,0.86499,0.89694,0.43107,1.54592,0.76763,1.37746,0.0007856,0.0007856,0.0007856
94,1411.86,0.8429,0.54376,0.97487,0.82632,0.89474,0.87806,0.44865,1.51819,0.77969,1.35205,0.0007724,0.0007724,0.0007724
